timeStamp,elapsed,label,grpThreads,allThreads,Latency,SampleCount,ErrorCount
1654351782190,135,2MB,1,1,38,1,0
1654351782747,238,4MB,2,2,42,1,0
1654351783343,91,2MB,3,3,18,1,0
1654351783946,92,2MB,4,4,20,1,0
1654351784145,76,1MB,4,4,19,1,0
1654351784543,114,4MB,5,5,14,1,0
1654351784750,35,1MB,5,5,8,1,0
1654351785144,77,500KB,6,6,32,1,0
1654351785348,114,4MB,6,6,12,1,0
1654351785741,81,2MB,7,7,15,1,0
1654351785950,31,500KB,7,7,11,1,0
1654351786145,118,4MB,7,7,9,1,0
1654351786342,94,4MB,8,8,7,1,0
1654351786547,55,2MB,8,8,7,1,0
1654351786747,27,500KB,8,8,7,1,0
1654351786946,40,500KB,9,9,12,1,0
1654351787148,111,4MB,9,9,9,1,0
1654351787349,21,500KB,9,9,5,1,0
1654351787544,27,500KB,10,10,7,1,0
1654351787747,42,1MB,10,10,8,1,0
1654351787948,98,4MB,10,10,4,1,0
1654351788143,28,500KB,11,11,4,1,0
1654351788145,28,500KB,11,11,10,1,0
1654351788347,44,2MB,11,11,4,1,0
1654351788544,30,500KB,11,11,9,1,0
1654351788743,108,2MB,12,12,22,1,0
1654351788748,104,2MB,12,12,11,1,0
1654351788952,56,2MB,12,12,8,1,0
1654351789150,68,2MB,12,12,8,1,0
1654351789346,32,500KB,13,13,8,1,0
1654351789348,41,1MB,13,13,9,1,0
1654351789548,115,4MB,13,13,9,1,0
1654351789746,23,500KB,13,13,7,1,0
1654351789941,70,1MB,14,14,11,1,0
1654351789947,66,1MB,14,14,15,1,0
1654351790145,55,1MB,14,14,9,1,0
1654351790142,77,2MB,14,14,8,1,0
1654351790348,28,500KB,14,14,10,1,0
1654351790548,71,1MB,15,15,16,1,0
1654351790545,96,2MB,15,15,23,1,0
1654351790747,56,1MB,15,15,7,1,0
1654351790750,71,2MB,15,15,7,1,0
1654351790951,102,4MB,15,15,8,1,0
1654351791147,51,1MB,16,16,9,1,0
