timeStamp,elapsed,label,grpThreads,allThreads,Latency,SampleCount,ErrorCount
1654353757103,168,2MB,1,1,46,1,0
1654353757657,102,1MB,2,2,37,1,0
1654353758254,185,4MB,3,3,13,1,0
1654353758854,99,2MB,4,4,22,1,0
1654353759058,32,1MB,4,4,6,1,0
1654353759455,108,4MB,5,5,13,1,0
1654353759662,53,2MB,5,5,6,1,0
1654353760051,49,500KB,6,6,22,1,0
1654353760258,29,500KB,6,6,9,1,0
1654353760655,134,4MB,7,7,20,1,0
1654353760855,30,1MB,7,7,5,1,0
1654353761056,100,4MB,7,7,7,1,0
1654353761254,51,2MB,8,8,6,1,0
1654353761459,28,500KB,8,8,9,1,0
1654353761657,19,500KB,8,8,6,1,0
1654353761856,102,4MB,9,9,11,1,0
1654353762050,35,1MB,9,9,7,1,0
1654353762253,32,1MB,9,9,6,1,0
1654353762453,31,1MB,10,10,6,1,0
1654353762658,69,2MB,10,10,9,1,0
1654353762854,89,4MB,10,10,5,1,0
1654353763057,27,500KB,11,11,8,1,0
1654353763054,36,1MB,11,11,8,1,0
1654353763255,20,500KB,11,11,7,1,0
1654353763455,49,1MB,11,11,10,1,0
1654353763654,38,1MB,12,12,6,1,0
1654353763658,94,4MB,12,12,6,1,0
1654353763861,20,500KB,12,12,5,1,0
1654353764051,61,2MB,12,12,7,1,0
1654353764253,68,2MB,13,13,5,1,0
1654353764251,70,2MB,13,13,6,1,0
1654353764457,21,500KB,13,13,5,1,0
1654353764659,34,500KB,13,13,10,1,0
1654353764856,31,500KB,14,14,9,1,0
1654353764854,104,4MB,14,14,7,1,0
1654353765058,76,2MB,14,14,10,1,0
1654353765054,112,4MB,14,14,5,1,0
1654353765259,88,4MB,14,14,5,1,0
1654353765453,43,1MB,15,15,6,1,0
1654353765458,66,2MB,15,15,8,1,0
1654353765659,28,500KB,15,15,8,1,0
1654353765659,40,1MB,15,15,9,1,0
1654353765856,33,1MB,15,15,7,1,0
1654353766051,141,4MB,16,16,7,1,0
1654353766054,143,4MB,16,16,11,1,0
1654353766255,35,1MB,16,16,4,1,0
1654353766257,91,4MB,16,16,5,1,0
1654353766455,87,4MB,16,16,4,1,0
1654353766653,44,1MB,17,17,7,1,0
1654353766656,42,1MB,17,17,6,1,0
1654353766859,26,500KB,17,17,7,1,0
1654353766859,36,1MB,17,17,6,1,0
1654353767055,32,500KB,17,17,7,1,0
1654353767055,62,2MB,17,17,8,1,0
1654353767254,41,1MB,18,18,4,1,0
1654353767255,66,2MB,18,18,12,1,0
1654353767455,23,500KB,18,18,4,1,0
1654353767457,52,2MB,18,18,5,1,0
1654353767660,28,500KB,18,18,8,1,0
1654353767655,61,2MB,18,18,5,1,0
1654353767851,72,2MB,19,19,7,1,0
1654353767856,71,2MB,19,19,9,1,0
1654353768055,70,2MB,19,19,6,1,0
1654353768058,72,2MB,19,19,8,1,0
1654353768258,27,500KB,19,19,10,1,0
1654353768256,93,4MB,19,19,5,1,0
1654353768457,70,2MB,20,20,8,1,0
1654353768454,110,4MB,20,20,7,1,0
1654353768653,70,2MB,20,20,6,1,0
1654353768655,108,4MB,20,20,5,1,0
1654353768859,70,2MB,20,20,7,1,0
1654353768858,71,2MB,20,20,9,1,0
1654353769053,57,1MB,21,21,6,1,0
1654353769052,92,2MB,21,21,13,1,0
1654353769055,129,4MB,21,21,10,1,0
1654353769256,44,1MB,21,21,8,1,0
1654353769255,62,2MB,21,21,6,1,0
